,rating,name,salary,team,opp,exposure_min,exposure_max,projections_proj,projections_ceiling,projections_floor,projections_proj+/-,projections_pts/sal,projections_projown,projections_imppts,projections_leverage+/-,projections_leverage,trends_pro,trends_my,trends_bargain,trends_opp+/-,trends_snaps,vegas_pts,vegas_opppts,vegas_δ,vegas_spread,vegas_o/u,vegas_spread%,passingyear_comp,passingyear_att,passingyear_yards,passingyear_%,passingyear_y/a,passingyear_adjypa,passingyear_td,passingyear_long,passingyear_cay,passingyear_iay,passingyear_%rb,passingyear_%wr,passingyear_%te,passingyear_td%,passingyear_int%,passingyear_sack%,rushingyear_att,rushingyear_rushlong,rushingyear_yards,rushingyear_y/a,rushingyear_td,rushingyear_successrate,redzoneyear_opp,redzoneyear_opp10,redzoneyear_opp5,weather_temp,weather_humidity,weather_precip%,fantasymonth_ppg,fantasymonth_change,fantasymonth_fp/oppor,fantasymonth_fp/snap,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_change,fantasyyear_fp/oppor,fantasyyear_fp/snap,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,passingmonth_cay,passingmonth_iay,slate_id,pos,marketshareyear_rushtd,marketshareyear_rushyds,marketshareyear_snaps,receivingyear_tgts,receivingyear_receptions,receivingyear_yds,receivingyear_long,receivingyear_y/r,receivingyear_td,receivingyear_y/t,redzoneyear_td%,redzoneyear_succ%,marketshareyear_rectgts,marketshareyear_rectd,marketshareyear_recyds,receivingyear_tay,receivingyear_tay%,receivingmonth_tay,receivingmonth_tay%,projections_projsacks,defenseyear_int%,defenseyear_passsucc,defenseyear_rushsucc,defenseyear_sack%,defenseyear_takeaway%,defenseyear_td%allow,defenseyear_ypp,redzoneyear_snaps,redzoneyear_snaps10,redzoneyear_snaps5,Last Name_master,City Name_master,First Name_master,RylandID_master,Position,Name + ID,Name,Id,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,City,First Name,Last Name,RylandID
parkinson2500tec,58.7,Colby Parkinson,2500,LA,TEN,0,0,2.11,3.1,1.1,-2.83,0.8,0.01,4.94,0,0,2,0,82,-3.4,33,23.5,18,-1.5,-5.5,41.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.18,0.18,85,0.45,0,0.4,0,0,0,0,0,33,3,4.6,-1.2,-3000,1.68,0.14,60,13,4,23,0,0,9.10.25,TE,0,0,0,2,1,15,9,9.5,0.1,0,10,0,8.9,4.8,6.5,8.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,parkinson,colby parkinson,c,parkinson2500tec,TE,Colby Parkinson (39972237),Colby Parkinson,39972237,TE/FLEX,2500,LAR@TEN 09/14/2025 01:00PM ET,LAR,0.4,0,c,parkinson,parkinson2500tec
pearsall5300wrr,61.98,Ricky Pearsall,5300,SF,NO,0,0,11.99,16.9,7.1,-0.69,2.3,10.18,12.68,-14,36,1,0,29,-3,41,21.8,18.8,-4,-3,40.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.29,0.06,0,0,0,12.5,800,0,0,66,33,0,3,11.3,1.2,-200,2.08,0.28,47,21,8,23,0,0,9.10.25,WR,0,0,0,4,2,36,16,12.9,0.3,0,22.2,0,13.8,21.4,14.3,28.6,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,pearsall,ricky pearsall,r,pearsall5300wrr,WR,Ricky Pearsall (39971703),Ricky Pearsall,39971703,WR/FLEX,5300,SF@NO 09/14/2025 01:00PM ET,SF,17.8,0,r,pearsall,pearsall5300wrr
perine4300rbs,55.05,Samaje Perine,4300,CIN,JAX,0,0,4.46,6,2.9,-2.2,1,0.11,6.66,-1,67,1,0,21,0.4,18,26.5,23,4.5,-3.5,49.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4.6,0.1,45,0.29,0.24,0.12,82,0.53,0,2.6,200,0,0,0,0,50,2,4.8,-2.1,-1200,1.46,0.27,34,8,56,23,0,0,9.10.25,RB,7.7,5.4,26.3,2,1,19,15,11.6,0.1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perine,samaje perine,s,perine4300rbs,RB,Samaje Perine (39971469),Samaje Perine,39971469,RB/FLEX,4300,JAX@CIN 09/14/2025 01:00PM ET,CIN,2.6,0,s,perine,perine4300rbs
philadelphia3000,27.22,Philadelphia,3000,PHI,KC,0,0,5.36,12.1,-1.4,-0.55,1.8,7.32,5.91,-17,2,1,0,69,-1.9,0,24,22.5,0.5,-1.5,46.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.48,3,8.7,-500,0,0,100,0,0,3,8.2,1.4,-2500,0,0,87,41,12,24,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,18.52,0,0,0,0,0,0,0,0,1.7,2.22,41.59,39.57,7.21,1.27,3.24,5.9,7.94,4.4,3.08,philadelphia,philadelphia,p,philadelphia3000,D,Eagles  (39972355),Philadelphia,39972355,DST,3000,PHI@KC 09/14/2025 04:25PM ET,PHI,3,Philadelphia,p,philadelphi,philadelphia3000
pickens5800wrg,67.07,George Pickens,5800,DAL,NYG,0,0,12.37,17.6,7.2,-1.67,2.1,1.89,14.04,16,96,2,0,2,-0.2,56,24.8,19.8,4.8,-5,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.41,0.29,89,0.46,0,6,0,1.5,0.11,33,0,0,3,12.4,-2.9,300,1.72,0.22,45,16,29,24,0,0,9.10.25,WR,0,0,0,7,4,60,29,15.1,0.2,0,18.8,0,24.9,18.8,26.9,45.4,38.7,29,15.8,0,0,0,0,0,0,0,0,0,0,0,pickens,george pickens,g,pickens5800wrg,WR,George Pickens (39971685),George Pickens,39971685,WR/FLEX,5800,NYG@DAL 09/14/2025 01:00PM ET,DAL,6,0,g,pickens,pickens5800wrg
pierce4100wra,58.61,Alec Pierce,4100,IND,DEN,0,0,5.07,7.7,2.5,-4.34,1.2,0.45,9.41,-12,40,2,0,81,-3,51,21,22.5,0.5,1.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.29,0.12,82,0.59,0,4.6,-300,0,0,0,0,33,3,10.5,-0.8,-1400,2.39,0.21,52,19,19,21,0,0,9.10.25,WR,0,0,0,4,2,46,25,20.6,0.4,0,57.1,0,14.3,35.3,21.5,39.1,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,pierce,alec pierce,a,pierce4100wra,WR,Alec Pierce (39971749),Alec Pierce,39971749,WR/FLEX,4100,DEN@IND 09/14/2025 04:05PM ET,IND,4.6,0,a,pierce,pierce4100wra
pittman5100wrm,73.19,Michael Pittman,5100,IND,DEN,0,0,12.61,17.4,7.8,0.48,2.5,2.16,12.13,14,95,3,0,81,-3,57,21,22.5,0.5,1.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.24,0.06,82,0.59,0,12.6,200,0,0,33,33,33,3,10.7,-2.3,-400,1.56,0.19,42,19,42,21,0,0,9.10.25,WR,0,0,0,6,4,51,20,12,0.2,0,23.1,0,23.5,18.8,24.9,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,pittman,michael pittman,m,pittman5100wrm,WR,Michael Pittman Jr. (39971709),Michael Pittman Jr.,39971709,WR/FLEX,5100,DEN@IND 09/14/2025 04:05PM ET,IND,20,0,m,pittman,pittman5100wrm
pittsburgh3100,72.85,Pittsburgh,3100,PIT,SEA,0,0,7.04,15.5,-1.4,0.86,2.3,9.21,6.18,-1,55,4,0,91,1.6,0,21.3,18.3,0.3,-3,39.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.45,0,6.3,-200,0,0,100,0,0,3,8.3,1.4,-2400,0,0,87,50,4,24,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,20.23,0,0,0,0,0,0,0,0,2.2,2.6,50.17,41.49,6.75,1.51,3.97,7.29,10.18,5.13,3.92,pittsburgh,pittsburgh,p,pittsburgh3100,D,Steelers  (39972354),Pittsburgh,39972354,DST,3100,SEA@PIT 09/14/2025 01:00PM ET,PIT,2,Pittsburgh,p,pittsburg,pittsburgh3100
pollard5900rbt,63.53,Tony Pollard,5900,TEN,LA,0,0,14.06,18.5,9.6,2.86,2.4,16.09,11.2,-10,36,4,0,50,-2.8,44,18,23.5,-2.5,5.5,41.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,66,4.1,0.3,34,2.24,0.94,0.29,85,0.45,0,8.9,200,0,0,33,0,0,3,12.3,0.3,400,0.62,0.28,45,15,40,20,0,0,9.10.25,RB,40,64.1,68.9,3,2,15,11,5.9,0,0,8.6,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pollard,tony pollard,t,pollard5900rbt,RB,Tony Pollard (39971399),Tony Pollard,39971399,RB/FLEX,5900,LAR@TEN 09/14/2025 01:00PM ET,TEN,8.9,0,t,pollard,pollard5900rbt
prescott5900qbd,64.51,Dak Prescott,5900,DAL,NYG,0,0,18.56,30.8,6.3,-0.86,3.1,5.03,19.42,1,76,1,0,34,-0.1,62,24.8,19.8,4.8,-5,44.5,52,23,36,248,64,6.9,5.67,1.3,39,134.1,288.6,0,0,0,3.6,2.8,6,1,5,6,4.2,0.1,46.2,1.94,0.53,0.29,89,0.46,0,7.8,-100,0.22,0.13,0,0,33,3,16.6,-2.3,400,0.43,0.28,30,13,13,23,113,329,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prescott,dak prescott,d,prescott5900qbd,QB,Dak Prescott (39971305),Dak Prescott,39971305,QB,5900,NYG@DAL 09/14/2025 01:00PM ET,DAL,7.82,0,d,prescott,prescott5900qbd
rattler4800qbs,56.25,Spencer Rattler,4800,NO,SF,0,0,14.29,23,5.6,-2.32,3,0,16.61,0,0,1,0,51,-3.7,56,18.8,21.8,0,3,40.5,72,18,32,188,57,5.8,4.26,0.6,32,96.4,262,0,0,0,1.9,2.2,8.8,2,13,20,8.1,0,72.2,1.18,0.47,0.29,0,0,0,9.3,0,0,0,66,33,33,3,9.7,-1.9,-700,0.25,0.17,45,20,10,20,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rattler,spencer rattler,s,rattler4800qbs,QB,Spencer Rattler (39971319),Spencer Rattler,39971319,QB,4800,SF@NO 09/14/2025 01:00PM ET,NO,11.46,0,s,rattler,rattler4800qbs
raymond3200wrk,57.66,Kalif Raymond,3200,DET,CHI,0,0,5.07,7.3,2.8,-1.89,1.6,0.05,6.96,3,79,1,0,91,-3.3,15,26.5,20,4.5,-6.5,46.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0,0,0,0,3.6,0,0,0,33,0,0,3,6.6,-0.4,-2300,3.14,0.44,42,14,4,21,0,0,9.10.25,WR,0,0,0,2,1,19,12,12.6,0.2,0,50,0,7.2,9.1,7.5,8.7,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,raymond,kalif raymond,k,raymond3200wrk,WR,Kalif Raymond (39971815),Kalif Raymond,39971815,WR/FLEX,3200,CHI@DET 09/14/2025 01:00PM ET,DET,3.6,0,k,raymond,raymond3200wrk
renfrow3400wrh,57.74,Hunter Renfrow,3400,CAR,ARI,0,0,6.1,8.7,3.5,-1.41,1.8,0.59,7.51,-9,45,1,0,93,-1.7,0,19,25.5,-6.5,6.5,44.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0.18,0,2.8,200,0,0,33,0,66,3,2.8,-1,-2100,0,0,25,0,50,4,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,renfrow,hunter renfrow,h,renfrow3400wrh,WR,Hunter Renfrow (39971789),Hunter Renfrow,39971789,WR/FLEX,3400,CAR@ARI 09/14/2025 04:05PM ET,CAR,3.1,0,h,renfrow,renfrow3400wrh
reynolds3500wrj,62.02,Josh Reynolds,3500,NYJ,BUF,0,0,5.71,8.3,3.1,-2.07,1.6,0.57,7.78,-11,41,2,0,85,1.6,35,20,26.5,2,6.5,46.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,81,0.46,0,3.8,200,1.27,0.06,33,0,0,3,6.5,-0.5,-2000,3.1,0.19,23,4,0,21,0,0,9.10.25,WR,0,0,0,2,1,18,12,16.7,0.1,0,50,0,7.1,10,8.9,17.3,11.1,16,17.8,0,0,0,0,0,0,0,0,0,0,0,reynolds,josh reynolds,j,reynolds3500wrj,WR,Josh Reynolds (39971777),Josh Reynolds,39971777,WR/FLEX,3500,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,3.8,0,j,reynolds,reynolds3500wrj
ridley4900wrc,73.05,Calvin Ridley,4900,TEN,LA,0,0,13.31,18.7,7.9,1.72,2.7,25.98,11.59,-16,33,5,0,23,-4.6,52,18,23.5,-2.5,5.5,41.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.24,0.18,85,0.45,0,6.7,-100,0,0,33,0,0,3,11.2,-2,-600,1.48,0.21,66,19,23,21,0,0,9.10.25,WR,0,0,0,7,3,60,29,15.9,0.3,0,12.5,0,23.5,19,27.7,46.6,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,ridley,calvin ridley,c,ridley4900wrc,WR,Calvin Ridley (39971719),Calvin Ridley,39971719,WR/FLEX,4900,LAR@TEN 09/14/2025 01:00PM ET,TEN,6.7,0,c,ridley,ridley4900wrc
robinson4400wrw,72.94,Wan'Dale Robinson,4400,NYG,DAL,0,0,10.91,15.2,6.7,0.68,2.5,2.1,10.23,3,79,3,0,26,-1.3,50,19.8,24.8,-4.7,5,44.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.47,0.18,89,0.46,0,6.6,-100,0,0,33,0,33,3,9.7,-1.6,-1100,1.2,0.19,63,27,31,22,0,0,9.10.25,WR,0,0,0,8,5,40,14,7.5,0.2,0,18.8,0,24.8,20,19.6,18.9,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,robinson,wan'dale robinson,w,robinson4400wrw,WR,Wan'Dale Robinson (39971737),Wan'Dale Robinson,39971737,WR/FLEX,4400,NYG@DAL 09/14/2025 01:00PM ET,NYG,11.5,0,w,robinson,robinson4400wrw
robinson5000rbb,56.07,Brian Robinson,5000,SF,NO,0,0,5.47,7.3,3.6,-3.18,1.1,0,8.65,0,0,1,0,34,0.2,36,21.8,18.8,-4,-3,40.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,58,4.3,0.5,42.9,2.44,1.22,0.67,0,0,0,4.7,-800,0,0,0,0,100,1,11.1,-0.3,-500,0.74,0.31,47,19,33,21,0,0,9.10.25,RB,38.9,34.2,51.4,1,1,8,6,6.5,0,0,15,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,robinson,brian robinson,b,robinson5000rbb,RB,Brian Robinson Jr. (39971431),Brian Robinson Jr.,39971431,RB/FLEX,5000,SF@NO 09/14/2025 01:00PM ET,SF,4.7,0,b,robinson,robinson5000rbb
rodgers5500qba,53.54,Aaron Rodgers,5500,PIT,SEA,0,0,15.27,26.9,3.6,-3.13,2.8,0.37,18.4,5,93,0,0,58,-1.7,61,21.3,18.3,0.3,-3,39.5,63,22,34,233,63,6.7,6.11,1.8,34,94.6,218.2,0,0,0,5.3,1.8,6.8,1,3,6,4.9,0,36.4,5.18,2.47,1.53,80,0.45,0,25.7,300,0.73,0.46,33,33,0,3,16.9,-2.1,0,0.44,0.28,71,57,14,21,71,139,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rodgers,aaron rodgers,a,rodgers5500qba,QB,Aaron Rodgers (39971309),Aaron Rodgers,39971309,QB,5500,SEA@PIT 09/14/2025 01:00PM ET,PIT,25.66,0,a,rodgers,rodgers5500qba
royals3500wrj,40.27,Jalen Royals,3500,KC,PHI,0,0,3.43,5.1,1.8,-4.35,1,0.1,7.78,0,0,0,0,19,-2.2,0,22.5,24,0.5,1.5,46.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.48,3,0,300,0,0,0,0,0,3,4.4,0,-2000,0,0,0,0,25,4,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,royals,jalen royals,j,royals3500wrj,WR,Jalen Royals (39971781),Jalen Royals,39971781,WR/FLEX,3500,PHI@KC 09/14/2025 04:25PM ET,KC,0,0,j,royals,royals3500wrj
ruckert2500tej,60.14,Jeremy Ruckert,2500,NYJ,BUF,0,0,2.11,3.1,1.1,-2.83,0.8,1.38,4.94,-12,30,1,0,82,0.4,23,20,26.5,2,6.5,46.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,81,0.46,0,3.2,0,1.6,0.11,33,0,33,3,2.7,-0.8,-3000,1.48,0.12,54,0,4,22,0,0,9.10.25,TE,0,0,0,1,1,7,5,6.1,0,0,0,0,5.3,0,3,2.5,2.9,14,8.3,0,0,0,0,0,0,0,0,0,0,0,ruckert,jeremy ruckert,j,ruckert2500tej,TE,Jeremy Ruckert (39972259),Jeremy Ruckert,39972259,TE/FLEX,2500,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,3.6,0,j,ruckert,ruckert2500tej
sampson5200rbd,48.35,Dylan Sampson,5200,CLE,BAL,0,0,8.21,10.9,5.5,-1,1.6,0.8,9.21,-2,62,0,0,28,-1.9,0,17,28.5,1,11.5,45.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,82,0.47,0,10,300,0,0,33,33,33,3,6.9,2.3,-300,0,0,25,25,50,4,0,0,9.10.25,RB,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sampson,dylan sampson,d,sampson5200rbd,RB,Dylan Sampson (39971423),Dylan Sampson,39971423,RB/FLEX,5200,CLE@BAL 09/14/2025 01:00PM ET,CLE,17.3,0,d,sampson,sampson5200rbd
san francisco3600,73.2,San Francisco,3600,SF,NO,0,0,8.1,15.5,0.7,0.58,2.3,0.23,7.52,18,99,3,0,69,2.6,0,21.8,18.8,-4,-3,40.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,700,0,0,100,33,0,3,5.6,-1.1,-1900,0,0,69,30,26,23,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,22.16,0,0,0,0,0,0,0,0,2.6,1.95,47.46,44.51,7.23,1.01,4.82,6.66,10.35,5.47,2.76,francisco,san francisco,s,san francisco3600,D,49ers  (39972348),San Francisco,39972348,DST,3600,SF@NO 09/14/2025 01:00PM ET,SF,9,San Francisco,s,francisco,san francisco3600
sanders3100tej,57.73,Ja'Tavion Sanders,3100,CAR,ARI,0,0,4.58,6.4,2.8,-1.87,1.5,1.52,6.45,-7,43,1,0,23,-2.4,32,19,25.5,-6.5,6.5,44.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.24,0.12,94,0.18,0,4.7,200,0,0,33,0,0,3,6.4,0.4,-2400,2.28,0.2,60,30,0,20,0,0,9.10.25,TE,0,0,0,2,2,22,13,10.6,0.1,0,16.7,0,9.3,4.8,11.4,11.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,sanders,ja'tavion sanders,j,sanders3100tej,TE,Ja'Tavion Sanders (39972147),Ja'Tavion Sanders,39972147,TE/FLEX,3100,CAR@ARI 09/14/2025 04:05PM ET,CAR,4.7,0,j,sanders,sanders3100tej
sanders4300rbm,62.26,Miles Sanders,4300,DAL,NYG,0,0,3.9,5.2,2.6,-2.76,0.9,0.21,6.66,-6,46,1,0,72,0.3,19,24.8,19.8,4.8,-5,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,4.4,0.2,40.7,0.76,0.18,0.12,89,0.46,0,3.3,-200,0.65,0.3,33,0,33,3,6.8,-0.2,-1200,0.9,0.36,30,5,30,20,0,0,9.10.25,RB,16.7,17.9,32.1,2,2,13,9,5.8,0.1,0,22.2,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanders,miles sanders,m,sanders4300rbm,RB,Miles Sanders (39971473),Miles Sanders,39971473,RB/FLEX,4300,NYG@DAL 09/14/2025 01:00PM ET,DAL,5,0,m,sanders,sanders4300rbm
seattle2700,60.51,Seattle,2700,SEA,PIT,0,0,6.34,13.7,-1.3,1.23,2.3,2.57,5.11,7,91,2,0,21,0.9,0,18.3,21.3,-4.2,3,39.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.45,0,6.7,200,0,0,66,33,33,3,7,1.5,-2800,0,0,77,36,22,22,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,2.7,2.31,49.73,42.86,7.82,1.27,4,7.22,11.41,6.06,2.56,seattle,seattle,s,seattle2700,D,Seahawks  (39972361),Seattle,39972361,DST,2700,SEA@PIT 09/14/2025 01:00PM ET,SEA,8,Seattle,s,seattl,seattle2700
shaheed4500wrr,67.62,Rashid Shaheed,4500,NO,SF,0,0,9.14,13.1,5.1,-1.36,2,0,10.5,0,0,1,0,69,-0.7,48,18.8,21.8,0,3,40.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.12,0.06,0,0,0,5.7,-100,0,0,33,0,66,3,12.5,0.8,-1000,1.49,0.26,28,19,9,21,0,0,9.10.25,WR,0,0,0,7,3,55,29,16.2,0.4,0,0,0,24.7,33.3,26.3,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,shaheed,rashid shaheed,r,shaheed4500wrr,WR,Rashid Shaheed (39971733),Rashid Shaheed,39971733,WR/FLEX,4500,SF@NO 09/14/2025 01:00PM ET,NO,9.3,0,r,shaheed,shaheed4500wrr
shakir5500wrk,71.66,Khalil Shakir,5500,BUF,NYJ,0,0,13.35,18.3,8.4,0.13,2.4,2.48,13.22,13,94,5,0,4,-0.8,40,26.5,20,0,-6.5,46.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.19,0.06,81,0.46,0,12.4,-100,0,0,33,0,0,3,12.2,-1.7,0,1.71,0.3,56,13,21,23,0,0,9.10.25,WR,0,0,0,7,5,55,24,10.7,0.2,0,9.1,0,23.3,12,21.9,13,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,shakir,khalil shakir,k,shakir5500wrk,WR,Khalil Shakir (39971695),Khalil Shakir,39971695,WR/FLEX,5500,BUF@NYJ 09/14/2025 01:00PM ET,BUF,12.4,0,k,shakir,shakir5500wrk
shipley4400rbw,43.33,Will Shipley,4400,PHI,KC,0,0,2.4,3.3,1.5,-4.55,0.5,0.1,6.95,0,0,0,0,28,-0.8,8,24,22.5,0.5,-1.5,46.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,3.3,0,24.2,0.24,0.06,0,87,0.48,3,2.6,200,0.87,0.52,0,0,33,3,4.8,0,-1100,1.03,0.6,13,4,21,23,0,0,9.10.25,RB,0,8.2,12.7,0,0,4,1,8.8,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shipley,will shipley,w,shipley4400rbw,RB,Will Shipley (39971467),Will Shipley,39971467,RB/FLEX,4400,PHI@KC 09/14/2025 04:25PM ET,PHI,2.6,0,w,shipley,shipley4400rbw
singletary4300rbd,45.53,Devin Singletary,4300,NYG,DAL,0,0,3.49,4.7,2.2,-3.17,0.8,0,6.66,0,0,0,0,28,-1.1,23,19.8,24.8,-4.7,5,44.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,28,3.9,0.3,36.9,0.47,0.47,0.29,89,0.46,0,4.3,-300,0,0,33,0,33,3,5.8,-2.3,-1200,0.66,0.25,23,14,57,21,0,0,9.10.25,RB,33.3,28.3,36.5,1,1,7,5,6.1,0,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,singletary,devin singletary,d,singletary4300rbd,RB,Devin Singletary (39971477),Devin Singletary,39971477,RB/FLEX,4300,NYG@DAL 09/14/2025 01:00PM ET,NYG,0.9,0,d,singletary,singletary4300rbd
skattebo4800rbc,39.73,Cam Skattebo,4800,NYG,DAL,0,0,3.53,4.7,2.3,-4.55,0.7,0.03,8.08,0,0,0,0,3,-1.1,0,19.8,24.8,-4.7,5,44.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.46,0,2.1,-300,0,0,0,0,66,3,2.1,-1.5,-700,0,0,0,0,50,4,0,0,9.10.25,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skattebo,cam skattebo,c,skattebo4800rbc,RB,Cam Skattebo (39971443),Cam Skattebo,39971443,RB/FLEX,4800,NYG@DAL 09/14/2025 01:00PM ET,NYG,2.9,0,c,skattebo,skattebo4800rbc
slayton3400wrd,68.11,Darius Slayton,3400,NYG,DAL,0,0,6.92,10.3,3.6,-0.59,2,0.41,7.51,0,70,2,0,69,-1.3,54,19.8,24.8,-4.7,5,44.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.06,0,89,0.46,0,0,-600,0,0,0,0,0,3,9.3,-0.6,-2100,2.03,0.17,50,22,13,22,0,0,9.10.25,WR,0,0,0,4,2,36,18,15.2,0.1,0,0,0,13.8,13.3,17.4,28.4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,slayton,darius slayton,d,slayton3400wrd,WR,Darius Slayton (39971787),Darius Slayton,39971787,WR/FLEX,3400,NYG@DAL 09/14/2025 01:00PM ET,NYG,0,0,d,slayton,slayton3400wrd
smith3900tej,76.93,Jonnu Smith,3900,PIT,SEA,0,0,7.43,10.1,4.8,-1.04,1.9,4.57,8.47,-5,50,3,0,66,-1.5,38,21.3,18.3,0.3,-3,39.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.94,0.38,80,0.45,0,12.5,-300,2.08,0.34,33,0,0,3,14.8,4.3,-1600,2.15,0.39,80,50,0,20,0,0,9.10.25,TE,0,0,0,6,5,52,17,9.8,0.6,0,44.4,0,20.6,37.5,22.5,21.2,14.9,-14,-4.3,0,0,0,0,0,0,0,0,0,0,0,smith,jonnu smith,j,smith3900tej,TE,Jonnu Smith (39972113),Jonnu Smith,39972113,TE/FLEX,3900,SEA@PIT 09/14/2025 01:00PM ET,PIT,12.5,0,j,smith,smith3900tej
